date;region;visitors
2021-05-01;Porta San Donato;0.0
2021-05-01;Facoltà di Giurisprudenza;3120.0
2021-05-01;Piazza Scaravilli;8463.0
2021-05-02;Via San Giacomo;12738.0
2021-05-02;Palazzo Poggi;4325.0
2021-05-02;Piazza Verdi;7325.0
2021-05-02;2 Torri (inizio portico Via Zamboni);7054.0
2021-05-03;Via San Giacomo;16735.0
2021-05-03;Via del Guasto;4394.0
2021-05-03;Piazza Rossini (Palazzo Malvezzi);10183.0
2021-05-03;Piazza Verdi;8595.0
2021-05-04;Via San Giacomo;18095.0
2021-05-04;Via del Guasto;5059.0
2021-05-05;Via del Guasto;4823.0
2021-05-05;Porta San Donato;6959.0
2021-05-05;Piazza Rossini (Palazzo Malvezzi);10908.0
2021-05-05;Piazza Scaravilli;8576.0
2021-05-05;Piazza Verdi;9802.0
2021-05-05;2 Torri (inizio portico Via Zamboni);8080.0
2021-05-06;Via San Giacomo;18263.0
2021-05-06;Piazza Puntoni (via Zamboni);0.0
2021-05-06;Porta San Donato;6395.0
2021-05-06;Piazza Verdi;9696.0
2021-05-07;Palazzo Poggi;7281.0
2021-05-07;Via del Guasto;4661.0
2021-05-07;Piazza Verdi;9959.0
2021-05-08;Via San Giacomo;17644.0
2021-05-08;Piazza Scaravilli;9769.0
2021-05-08;Piazza Verdi;10363.0
2021-05-09;Piazza Puntoni (via Zamboni);0.0
2021-05-09;Palazzo Poggi;4072.0
2021-05-09;Via del Guasto;2230.0
2021-05-10;Via del Guasto;4294.0
2021-05-10;Porta San Donato;5571.0
2021-05-10;Piazza Scaravilli;7335.0
2021-05-10;2 Torri (inizio portico Via Zamboni);7267.0
2021-05-11;Piazza Verdi;7261.0
2021-05-11;2 Torri (inizio portico Via Zamboni);6931.0
2021-05-12;Via San Giacomo;17691.0
2021-05-12;Via del Guasto;4810.0
2021-05-12;Piazza Scaravilli;8637.0
2021-05-12;2 Torri (inizio portico Via Zamboni);7964.0
2021-05-13;Palazzo Poggi;7611.0
2021-05-13;Via del Guasto;5197.0
2021-05-13;Piazza Scaravilli;8715.0
2021-05-14;Via San Giacomo;19145.0
2021-05-14;Piazza Puntoni (via Zamboni);0.0
2021-05-14;Porta San Donato;5386.0
2021-05-14;Facoltà di Giurisprudenza;4339.0
2021-05-14;Piazza Rossini (Palazzo Malvezzi);11156.0
2021-05-14;Piazza Scaravilli;8935.0
2021-05-15;Palazzo Poggi;6172.0
2021-05-15;Facoltà di Giurisprudenza;3640.0
2021-05-15;2 Torri (inizio portico Via Zamboni);9192.0
2021-05-16;Via San Giacomo;13491.0
2021-05-16;Palazzo Poggi;4496.0
2021-05-16;Piazza Verdi;7588.0
2021-05-16;2 Torri (inizio portico Via Zamboni);7694.0
2021-05-17;Via San Giacomo;18112.0
2021-05-17;Palazzo Poggi;7028.0
2021-05-17;Facoltà di Giurisprudenza;4089.0
2021-05-18;Palazzo Poggi;7174.0
2021-05-18;2 Torri (inizio portico Via Zamboni);7832.0
2021-05-19;Porta San Donato;0.0
2021-05-19;Facoltà di Giurisprudenza;3996.0
2021-05-19;Piazza Verdi;9096.0
2021-05-20;Via San Giacomo;18136.0
2021-05-20;Piazza Puntoni (via Zamboni);0.0
2021-05-20;Facoltà di Giurisprudenza;4437.0
2021-05-20;Piazza Scaravilli;9069.0
2021-05-20;Piazza Verdi;10340.0
2021-05-21;Via del Guasto;4852.0
2021-05-21;Porta San Donato;5312.0
2021-05-21;Piazza Rossini (Palazzo Malvezzi);11701.0
2021-05-21;Piazza Verdi;10644.0
2021-05-21;2 Torri (inizio portico Via Zamboni);8688.0
2021-05-22;Via San Giacomo;19028.0
2021-05-22;Piazza Rossini (Palazzo Malvezzi);14088.0
2021-05-22;2 Torri (inizio portico Via Zamboni);13218.0
2021-05-23;Palazzo Poggi;4286.0
2021-05-23;Facoltà di Giurisprudenza;2530.0
2021-05-23;Piazza Scaravilli;7238.0
2021-05-23;Piazza Verdi;7458.0
2021-05-24;Palazzo Poggi;5095.0
2021-05-24;Porta San Donato;4597.0
2021-05-24;Facoltà di Giurisprudenza;2653.0
2021-05-24;2 Torri (inizio portico Via Zamboni);7469.0
2021-05-25;Via San Giacomo;18745.0
2021-05-25;Piazza Puntoni (via Zamboni);0.0
2021-05-25;Palazzo Poggi;7279.0
2021-05-25;Via del Guasto;4929.0
2021-05-26;Facoltà di Giurisprudenza;3938.0
2021-05-26;Piazza Rossini (Palazzo Malvezzi);10686.0
2021-05-26;Piazza Scaravilli;8342.0
2021-05-27;Via San Giacomo;19933.0
2021-05-27;Piazza Puntoni (via Zamboni);0.0
2021-05-28;Via San Giacomo;21064.0
2021-05-28;Piazza Puntoni (via Zamboni);0.0
2021-05-28;Porta San Donato;4704.0
2021-05-28;Piazza Verdi;10752.0
2021-05-29;Via San Giacomo;18785.0
2021-05-29;Facoltà di Giurisprudenza;4035.0
2021-05-29;Piazza Verdi;10978.0
2021-05-30;Via San Giacomo;13027.0
2021-05-30;Via del Guasto;2574.0
2021-05-30;Piazza Verdi;7141.0
2021-06-01;Piazza Puntoni (via Zamboni);0.0
2021-06-01;Piazza Rossini (Palazzo Malvezzi);10279.0
2021-06-01;Piazza Scaravilli;8454.0
2021-06-01;2 Torri (inizio portico Via Zamboni);7931.0
2021-06-02;Piazza Rossini (Palazzo Malvezzi);8325.0
2021-06-02;Piazza Scaravilli;6966.0
2021-06-03;Piazza Verdi;8432.0
2021-06-04;Palazzo Poggi;7885.0
2021-06-04;Via del Guasto;5421.0
2021-06-04;Porta San Donato;4249.0
2021-06-04;Facoltà di Giurisprudenza;3952.0
2021-06-04;Piazza Rossini (Palazzo Malvezzi);11228.0
2021-06-05;Palazzo Poggi;7135.0
2021-06-05;Piazza Rossini (Palazzo Malvezzi);11034.0
2021-06-05;Piazza Scaravilli;9746.0
2021-06-06;Via San Giacomo;11839.0
2021-06-06;Porta San Donato;0.0
2021-06-06;Piazza Rossini (Palazzo Malvezzi);7425.0
2021-06-07;Via San Giacomo;15672.0
2021-06-07;Palazzo Poggi;4767.0
2021-06-07;Piazza Scaravilli;6813.0
2021-06-07;Piazza Verdi;7695.0
2021-06-07;2 Torri (inizio portico Via Zamboni);6887.0
2021-06-08;Palazzo Poggi;4981.0
2021-06-08;Via del Guasto;4083.0
2021-06-08;Piazza Rossini (Palazzo Malvezzi);8690.0
2021-06-08;Piazza Verdi;8036.0
2021-06-08;2 Torri (inizio portico Via Zamboni);6741.0
2021-06-09;Via San Giacomo;18057.0
2021-06-09;Via del Guasto;5184.0
2021-06-09;Porta San Donato;5571.0
2021-06-09;Piazza Verdi;9702.0
2021-06-10;Via San Giacomo;19555.0
2021-06-10;Via del Guasto;5709.0
2021-06-10;Piazza Scaravilli;8832.0
2021-06-11;Via San Giacomo;19224.0
2021-06-11;Via del Guasto;4743.0
2021-06-11;Facoltà di Giurisprudenza;3552.0
2021-06-11;Piazza Scaravilli;9213.0
2021-06-11;Piazza Verdi;10041.0
2021-06-12;Piazza Puntoni (via Zamboni);0.0
2021-06-12;Via del Guasto;5840.0
2021-06-12;Porta San Donato;1020.0
2021-06-12;Piazza Rossini (Palazzo Malvezzi);10849.0
2021-06-12;2 Torri (inizio portico Via Zamboni);8706.0
2021-06-13;Piazza Puntoni (via Zamboni);0.0
2021-06-13;Palazzo Poggi;4234.0
2021-06-13;Porta San Donato;0.0
2021-06-14;Piazza Puntoni (via Zamboni);0.0
2021-06-14;Porta San Donato;4835.0
2021-06-15;Piazza Puntoni (via Zamboni);0.0
2021-06-15;Palazzo Poggi;0.0
2021-06-15;Via del Guasto;4810.0
2021-06-15;Facoltà di Giurisprudenza;3689.0
2021-06-16;Via San Giacomo;18274.0
2021-06-16;Piazza Puntoni (via Zamboni);0.0
2021-06-16;Porta San Donato;5124.0
2021-06-16;Facoltà di Giurisprudenza;3700.0
2021-06-17;Via del Guasto;5349.0
2021-06-17;Piazza Scaravilli;8692.0
2021-06-17;Piazza Verdi;9726.0
2021-06-18;Via del Guasto;4692.0
2021-06-18;2 Torri (inizio portico Via Zamboni);8397.0
2021-06-19;Via del Guasto;4963.0
2021-06-19;2 Torri (inizio portico Via Zamboni);8884.0
2021-06-20;Via San Giacomo;12674.0
2021-06-20;Piazza Rossini (Palazzo Malvezzi);8151.0
2021-06-20;2 Torri (inizio portico Via Zamboni);6551.0
2021-06-21;Via San Giacomo;17331.0
2021-06-21;Piazza Puntoni (via Zamboni);0.0
2021-06-21;Via del Guasto;3982.0
2021-06-21;Porta San Donato;4398.0
2021-06-22;Piazza Puntoni (via Zamboni);0.0
2021-06-22;Porta San Donato;5369.0
2021-06-22;Piazza Verdi;9219.0
2021-06-23;Via San Giacomo;18997.0
2021-06-23;Porta San Donato;5012.0
2021-06-23;Piazza Verdi;9158.0
2021-06-23;2 Torri (inizio portico Via Zamboni);12770.0
2021-06-24;Via del Guasto;4287.0
2021-06-24;Piazza Verdi;9040.0
2021-06-24;2 Torri (inizio portico Via Zamboni);8085.0
2021-06-25;Porta San Donato;4723.0
2021-06-25;Facoltà di Giurisprudenza;3723.0
2021-06-26;Piazza Puntoni (via Zamboni);0.0
2021-06-26;Palazzo Poggi;0.0
2021-06-26;2 Torri (inizio portico Via Zamboni);7900.0
2021-06-27;2 Torri (inizio portico Via Zamboni);6460.0
2021-06-28;Via San Giacomo;17978.0
2021-06-28;Facoltà di Giurisprudenza;3200.0
2021-06-28;Piazza Scaravilli;7440.0
2021-06-28;Piazza Verdi;8293.0
2021-06-29;Piazza Puntoni (via Zamboni);0.0
2021-06-29;Via del Guasto;3990.0
2021-06-29;Facoltà di Giurisprudenza;3799.0
2021-06-29;Piazza Rossini (Palazzo Malvezzi);9748.0
2021-06-29;2 Torri (inizio portico Via Zamboni);8172.0
2021-06-30;Via del Guasto;3944.0
2021-06-30;Porta San Donato;4814.0
2021-06-30;Piazza Scaravilli;8487.0
2021-06-30;2 Torri (inizio portico Via Zamboni);9833.0
2021-07-01;Piazza Puntoni (via Zamboni);0.0
2021-07-01;Palazzo Poggi;0.0
2021-07-01;Porta San Donato;2157.0
2021-07-02;Palazzo Poggi;0.0
2021-07-03;Facoltà di Giurisprudenza;3192.0
2021-07-03;Piazza Rossini (Palazzo Malvezzi);10166.0
2021-07-03;Piazza Verdi;9059.0
2021-07-04;Palazzo Poggi;0.0
2021-07-04;Via del Guasto;2364.0
2021-07-04;Piazza Rossini (Palazzo Malvezzi);8313.0
2021-07-04;Piazza Scaravilli;7218.0
2021-07-05;Piazza Verdi;7664.0
2021-07-05;2 Torri (inizio portico Via Zamboni);7604.0
2021-07-06;Piazza Rossini (Palazzo Malvezzi);8775.0
2021-07-06;2 Torri (inizio portico Via Zamboni);8248.0
2021-07-07;Porta San Donato;4709.0
2021-07-08;Via del Guasto;3507.0
2021-07-08;Porta San Donato;4157.0
2021-07-08;Piazza Verdi;8597.0
2021-07-09;Facoltà di Giurisprudenza;3544.0
2021-07-10;Via San Giacomo;16138.0
2021-07-10;Piazza Verdi;8557.0
2021-07-10;2 Torri (inizio portico Via Zamboni);8235.0
2021-07-12;Via del Guasto;3789.0
2021-07-12;Porta San Donato;3996.0
2021-07-12;2 Torri (inizio portico Via Zamboni);9491.0
2021-07-13;Piazza Puntoni (via Zamboni);0.0
2021-07-13;Facoltà di Giurisprudenza;2918.0
2021-07-13;Piazza Verdi;8019.0
2021-07-13;2 Torri (inizio portico Via Zamboni);7973.0
2021-07-14;Piazza Puntoni (via Zamboni);0.0
2021-07-14;Porta San Donato;5004.0
2021-07-14;Piazza Rossini (Palazzo Malvezzi);9365.0
2021-07-14;2 Torri (inizio portico Via Zamboni);7947.0
2021-07-15;Palazzo Poggi;0.0
2021-07-15;Piazza Rossini (Palazzo Malvezzi);9721.0
2021-07-15;Piazza Scaravilli;8094.0
2021-07-15;2 Torri (inizio portico Via Zamboni);8327.0
2021-07-16;Palazzo Poggi;0.0
2021-07-16;Via del Guasto;3852.0
2021-07-16;Porta San Donato;4211.0
2021-07-16;Piazza Verdi;8947.0
2021-07-16;2 Torri (inizio portico Via Zamboni);8100.0
2021-07-17;Via del Guasto;2978.0
2021-07-17;Porta San Donato;1336.0
2021-07-17;Facoltà di Giurisprudenza;3080.0
2021-07-17;Piazza Scaravilli;9191.0
2021-07-17;Piazza Verdi;9655.0
2021-07-17;2 Torri (inizio portico Via Zamboni);8992.0
2021-07-18;Piazza Scaravilli;7097.0
2021-07-19;Palazzo Poggi;0.0
2021-07-19;Piazza Scaravilli;7423.0
2021-07-19;Piazza Verdi;7852.0
2021-07-19;2 Torri (inizio portico Via Zamboni);8790.0
2021-07-20;Via del Guasto;3352.0
2021-07-20;Piazza Rossini (Palazzo Malvezzi);8804.0
2021-07-21;Via San Giacomo;18254.0
2021-07-21;Via del Guasto;3179.0
2021-07-21;Facoltà di Giurisprudenza;2915.0
2021-07-21;Piazza Rossini (Palazzo Malvezzi);8950.0
2021-07-22;Via San Giacomo;18386.0
2021-07-22;Piazza Puntoni (via Zamboni);0.0
2021-07-22;Piazza Scaravilli;8335.0
2021-07-23;Piazza Puntoni (via Zamboni);0.0
2021-07-24;Palazzo Poggi;0.0
2021-07-24;Facoltà di Giurisprudenza;2176.0
2021-07-24;Piazza Scaravilli;7647.0
2021-07-25;Via San Giacomo;11366.0
2021-07-25;Piazza Puntoni (via Zamboni);0.0
2021-07-25;Porta San Donato;0.0
2021-07-25;Piazza Rossini (Palazzo Malvezzi);7406.0
2021-07-26;Via San Giacomo;15848.0
2021-07-26;Piazza Puntoni (via Zamboni);0.0
2021-07-26;Porta San Donato;3125.0
2021-07-26;Piazza Rossini (Palazzo Malvezzi);7201.0
2021-07-26;Piazza Scaravilli;6266.0
2021-07-27;Via San Giacomo;16570.0
2021-07-27;Piazza Puntoni (via Zamboni);0.0
2021-07-27;Facoltà di Giurisprudenza;2664.0
2021-07-27;2 Torri (inizio portico Via Zamboni);7798.0
2021-07-28;Porta San Donato;0.0
2021-07-28;Piazza Scaravilli;7100.0
2021-07-28;Piazza Verdi;6887.0
2021-07-29;Piazza Puntoni (via Zamboni);0.0
2021-07-29;Palazzo Poggi;0.0
2021-07-29;Porta San Donato;2735.0
2021-07-29;Piazza Verdi;6509.0
2021-07-29;2 Torri (inizio portico Via Zamboni);8377.0
2021-07-30;Porta San Donato;0.0
2021-07-30;Piazza Rossini (Palazzo Malvezzi);6090.0
2021-07-30;Piazza Scaravilli;5715.0
2021-07-30;Piazza Verdi;5760.0
2021-07-30;2 Torri (inizio portico Via Zamboni);7483.0
2021-08-01;Via San Giacomo;10179.0
2021-08-01;Piazza Puntoni (via Zamboni);0.0
2021-08-01;Palazzo Poggi;0.0
2021-08-01;Porta San Donato;0.0
2021-08-01;Piazza Rossini (Palazzo Malvezzi);4685.0
2021-08-02;2 Torri (inizio portico Via Zamboni);5958.0
2021-08-03;Piazza Puntoni (via Zamboni);0.0
2021-08-03;Palazzo Poggi;0.0
2021-08-03;Via del Guasto;1769.0
2021-08-03;Piazza Scaravilli;0.0
2021-08-04;Piazza Rossini (Palazzo Malvezzi);936.0
2021-08-05;Via San Giacomo;12859.0
2021-08-05;Piazza Puntoni (via Zamboni);0.0
2021-08-05;Palazzo Poggi;0.0
2021-08-06;Via San Giacomo;12929.0
2021-08-06;Via del Guasto;1843.0
2021-08-06;Piazza Rossini (Palazzo Malvezzi);0.0
2021-08-06;Piazza Scaravilli;0.0
2021-08-07;Via San Giacomo;12064.0
2021-08-07;Via del Guasto;1489.0
2021-08-07;Facoltà di Giurisprudenza;1152.0
2021-08-07;Piazza Rossini (Palazzo Malvezzi);0.0
2021-08-08;Via San Giacomo;8562.0
2021-08-08;Piazza Puntoni (via Zamboni);0.0
2021-08-08;Porta San Donato;0.0
2021-08-09;Facoltà di Giurisprudenza;1010.0
2021-08-10;Palazzo Poggi;0.0
2021-08-11;Piazza Puntoni (via Zamboni);0.0
2021-08-11;Via del Guasto;1081.0
2021-08-11;Piazza Verdi;3619.0
2021-08-12;Via San Giacomo;8781.0
2021-08-12;Piazza Rossini (Palazzo Malvezzi);0.0
2021-08-13;Via San Giacomo;8755.0
2021-08-13;Piazza Puntoni (via Zamboni);0.0
2021-08-13;Palazzo Poggi;0.0
2021-08-13;Via del Guasto;988.0
2021-08-13;Facoltà di Giurisprudenza;917.0
2021-08-13;Piazza Verdi;3394.0
2021-08-13;2 Torri (inizio portico Via Zamboni);5310.0
2021-08-14;Piazza Puntoni (via Zamboni);0.0
2021-08-14;Palazzo Poggi;0.0
2021-08-14;Piazza Scaravilli;0.0
2021-08-15;Via San Giacomo;0.0
2021-08-15;Piazza Puntoni (via Zamboni);0.0
2021-08-15;Palazzo Poggi;0.0
2021-08-15;Porta San Donato;4986.0
2021-08-15;Piazza Rossini (Palazzo Malvezzi);1919.0
2021-08-15;Piazza Scaravilli;0.0
2021-08-16;Piazza Puntoni (via Zamboni);0.0
2021-08-16;Porta San Donato;9633.0
2021-08-16;Facoltà di Giurisprudenza;4879.0
2021-08-16;Piazza Scaravilli;712.0
2021-08-17;Palazzo Poggi;0.0
2021-08-17;Piazza Rossini (Palazzo Malvezzi);4698.0
2021-08-17;2 Torri (inizio portico Via Zamboni);11143.0
2021-08-18;Palazzo Poggi;0.0
2021-08-18;Porta San Donato;11123.0
2021-08-18;Piazza Scaravilli;1214.0
2021-08-18;2 Torri (inizio portico Via Zamboni);12661.0
2021-08-19;Via San Giacomo;0.0
2021-08-19;Piazza Puntoni (via Zamboni);0.0
2021-08-19;Via del Guasto;725.0
2021-08-20;Piazza Puntoni (via Zamboni);0.0
2021-08-20;Via del Guasto;825.0
2021-08-21;Via del Guasto;807.0
2021-08-21;Porta San Donato;12063.0
2021-08-21;Facoltà di Giurisprudenza;9016.0
2021-08-21;Piazza Scaravilli;1861.0
2021-08-21;Piazza Verdi;8133.0
2021-08-22;Piazza Puntoni (via Zamboni);0.0
2021-08-22;Porta San Donato;9865.0
2021-08-22;Piazza Rossini (Palazzo Malvezzi);5610.0
2021-08-22;Piazza Verdi;6798.0
2021-08-22;2 Torri (inizio portico Via Zamboni);11787.0
2021-08-23;Piazza Puntoni (via Zamboni);0.0
2021-08-23;Facoltà di Giurisprudenza;6677.0
2021-08-23;Piazza Rossini (Palazzo Malvezzi);4955.0
2021-08-23;Piazza Verdi;6150.0
2021-08-24;Via San Giacomo;0.0
2021-08-24;Piazza Verdi;8340.0
2021-08-25;Palazzo Poggi;1087.0
2021-08-25;Facoltà di Giurisprudenza;8621.0
2021-08-25;Piazza Verdi;8445.0
2021-08-25;2 Torri (inizio portico Via Zamboni);13145.0
2021-08-26;Palazzo Poggi;2622.0
2021-08-26;Piazza Scaravilli;1971.0
2021-08-26;Piazza Verdi;8943.0
2021-08-27;Palazzo Poggi;2103.0
2021-08-27;Piazza Rossini (Palazzo Malvezzi);6854.0
2021-08-27;Piazza Scaravilli;2370.0
2021-08-28;Porta San Donato;16772.0
2021-08-28;2 Torri (inizio portico Via Zamboni);16420.0
2021-08-29;Via del Guasto;1080.0
2021-08-29;Piazza Rossini (Palazzo Malvezzi);8175.0
2021-08-29;Piazza Verdi;10139.0
2021-08-30;Piazza Puntoni (via Zamboni);0.0
2021-08-30;Porta San Donato;13895.0
2021-08-30;Piazza Scaravilli;2438.0
2021-08-30;Piazza Verdi;8624.0
2021-08-30;2 Torri (inizio portico Via Zamboni);11376.0
2021-08-31;Piazza Puntoni (via Zamboni);0.0
2021-08-31;Facoltà di Giurisprudenza;9458.0
2021-08-31;Piazza Rossini (Palazzo Malvezzi);8806.0
2021-08-31;2 Torri (inizio portico Via Zamboni);15196.0
2021-09-01;Porta San Donato;17149.0
2021-09-01;Facoltà di Giurisprudenza;9678.0
2021-09-01;Piazza Rossini (Palazzo Malvezzi);8792.0
2021-09-02;Piazza Puntoni (via Zamboni);0.0
2021-09-02;Palazzo Poggi;3490.0
2021-09-02;Piazza Scaravilli;3291.0
2021-09-02;2 Torri (inizio portico Via Zamboni);14209.0
2021-09-03;Via San Giacomo;0.0
2021-09-03;Piazza Puntoni (via Zamboni);0.0
2021-09-03;Piazza Verdi;13089.0
2021-09-04;Piazza Puntoni (via Zamboni);0.0
2021-09-04;Palazzo Poggi;787.0
2021-09-04;Piazza Rossini (Palazzo Malvezzi);13257.0
2021-09-05;Piazza Puntoni (via Zamboni);0.0
2021-09-05;Via del Guasto;1480.0
2021-09-05;Porta San Donato;14734.0
2021-09-05;Facoltà di Giurisprudenza;12973.0
2021-09-06;Porta San Donato;18696.0
2021-09-07;Via San Giacomo;0.0
2021-09-07;Piazza Puntoni (via Zamboni);0.0
2021-09-07;Palazzo Poggi;4219.0
2021-09-07;Via del Guasto;2509.0
2021-09-08;Via San Giacomo;0.0
2021-09-08;Palazzo Poggi;5488.0
2021-09-08;Facoltà di Giurisprudenza;146.0
2021-09-08;Piazza Verdi;7933.0
2021-09-08;2 Torri (inizio portico Via Zamboni);10919.0
2021-09-09;Palazzo Poggi;5616.0
2021-09-09;Facoltà di Giurisprudenza;4456.0
2021-09-09;Piazza Scaravilli;4974.0
2021-09-10;Via San Giacomo;0.0
2021-09-10;Via del Guasto;3271.0
2021-09-10;Piazza Rossini (Palazzo Malvezzi);16696.0
2021-09-10;2 Torri (inizio portico Via Zamboni);13491.0
2021-09-11;Facoltà di Giurisprudenza;17669.0
2021-09-11;Piazza Rossini (Palazzo Malvezzi);15036.0
2021-09-12;Piazza Rossini (Palazzo Malvezzi);14758.0
2021-09-13;Palazzo Poggi;5170.0
2021-09-13;Porta San Donato;20567.0
2021-09-13;Piazza Scaravilli;5306.0
2021-09-14;Palazzo Poggi;5278.0
2021-09-15;Palazzo Poggi;3645.0
2021-09-15;Porta San Donato;21895.0
2021-09-15;Piazza Rossini (Palazzo Malvezzi);14011.0
2021-09-15;Piazza Verdi;17743.0
2021-09-15;2 Torri (inizio portico Via Zamboni);16215.0
2021-09-16;Via San Giacomo;0.0
2021-09-16;Facoltà di Giurisprudenza;15727.0
2021-09-16;Piazza Rossini (Palazzo Malvezzi);13498.0
2021-09-16;2 Torri (inizio portico Via Zamboni);17074.0
2021-09-17;Palazzo Poggi;4820.0
2021-09-17;Via del Guasto;3681.0
2021-09-17;Facoltà di Giurisprudenza;17899.0
2021-09-17;Piazza Verdi;20134.0
2021-09-17;2 Torri (inizio portico Via Zamboni);19906.0
2021-09-18;Piazza Puntoni (via Zamboni);0.0
2021-09-18;Via del Guasto;3082.0
2021-09-19;Piazza Puntoni (via Zamboni);0.0
2021-09-19;Palazzo Poggi;0.0
2021-09-19;Porta San Donato;18906.0
2021-09-20;Via San Giacomo;0.0
2021-09-20;Via del Guasto;5450.0
2021-09-20;Piazza Rossini (Palazzo Malvezzi);14251.0
2021-09-21;Piazza Puntoni (via Zamboni);0.0
2021-09-21;Palazzo Poggi;11860.0
2021-09-21;Porta San Donato;25243.0
2021-09-21;Piazza Scaravilli;12401.0
2021-09-21;Piazza Verdi;22716.0
2021-09-22;Via San Giacomo;0.0
2021-09-23;Piazza Puntoni (via Zamboni);0.0
2021-09-23;Palazzo Poggi;11755.0
2021-09-23;2 Torri (inizio portico Via Zamboni);17187.0
2021-09-24;Via del Guasto;5956.0
2021-09-24;2 Torri (inizio portico Via Zamboni);19083.0
2021-09-25;Facoltà di Giurisprudenza;20063.0
2021-09-25;Piazza Rossini (Palazzo Malvezzi);17984.0
2021-09-25;2 Torri (inizio portico Via Zamboni);21219.0
2021-09-26;Porta San Donato;16997.0
2021-09-26;Facoltà di Giurisprudenza;15489.0
2021-09-26;Piazza Scaravilli;3598.0
2021-09-27;Piazza Rossini (Palazzo Malvezzi);13873.0
2021-09-28;Piazza Scaravilli;11721.0
2021-09-28;Piazza Verdi;13631.0
2021-09-28;2 Torri (inizio portico Via Zamboni);10743.0
2021-09-29;Palazzo Poggi;11647.0
2021-09-29;Via del Guasto;4755.0
2021-09-29;Piazza Scaravilli;13088.0
2021-09-29;2 Torri (inizio portico Via Zamboni);15632.0
2021-09-30;Via San Giacomo;0.0
2021-09-30;Piazza Puntoni (via Zamboni);0.0
2021-10-01;Palazzo Poggi;5816.0
2021-10-01;Piazza Rossini (Palazzo Malvezzi);16319.0
2021-10-01;Piazza Verdi;18641.0
2021-10-02;Via del Guasto;3487.0
2021-10-02;Facoltà di Giurisprudenza;19643.0
2021-10-02;Piazza Verdi;18944.0
2021-10-03;Via San Giacomo;0.0
2021-10-03;Palazzo Poggi;0.0
2021-10-03;Via del Guasto;2639.0
2021-10-04;Palazzo Poggi;0.0
2021-10-04;Via del Guasto;2303.0
2021-10-04;Porta San Donato;19172.0
2021-10-04;Facoltà di Giurisprudenza;14196.0
2021-10-04;2 Torri (inizio portico Via Zamboni);14073.0
2021-10-05;Via San Giacomo;0.0
2021-10-05;Via del Guasto;4687.0
2021-10-05;Facoltà di Giurisprudenza;18180.0
2021-10-05;Piazza Scaravilli;11415.0
2021-10-05;Piazza Verdi;16836.0
2021-10-06;Palazzo Poggi;12418.0
2021-10-06;Piazza Scaravilli;10982.0
2021-10-07;Piazza Puntoni (via Zamboni);0.0
2021-10-07;Palazzo Poggi;13741.0
2021-10-07;Piazza Rossini (Palazzo Malvezzi);14342.0
2021-10-08;Piazza Puntoni (via Zamboni);0.0
2021-10-08;Porta San Donato;26019.0
2021-10-08;Piazza Verdi;18566.0
2021-10-09;Palazzo Poggi;3140.0
2021-10-09;Via del Guasto;3621.0
2021-10-09;Porta San Donato;25836.0
2021-10-10;Via San Giacomo;0.0
2021-10-10;Facoltà di Giurisprudenza;16269.0
2021-10-10;2 Torri (inizio portico Via Zamboni);15886.0
2021-10-11;2 Torri (inizio portico Via Zamboni);12800.0
2021-10-12;Palazzo Poggi;12523.0
2021-10-12;Via del Guasto;5472.0
2021-10-12;Facoltà di Giurisprudenza;18106.0
2021-10-12;Piazza Rossini (Palazzo Malvezzi);15329.0
2021-10-12;2 Torri (inizio portico Via Zamboni);16771.0
2021-10-13;Piazza Puntoni (via Zamboni);0.0
2021-10-13;Palazzo Poggi;0.0
2021-10-13;Porta San Donato;27443.0
2021-10-13;Facoltà di Giurisprudenza;21129.0
2021-10-13;Piazza Rossini (Palazzo Malvezzi);17488.0
2021-10-13;Piazza Scaravilli;17259.0
2021-10-14;Via San Giacomo;0.0
2021-10-14;Piazza Rossini (Palazzo Malvezzi);16234.0
2021-10-14;Piazza Scaravilli;13661.0
2021-10-14;2 Torri (inizio portico Via Zamboni);19102.0
2021-10-15;Piazza Puntoni (via Zamboni);0.0
2021-10-15;Via del Guasto;4949.0
2021-10-15;Porta San Donato;29665.0
2021-10-15;Facoltà di Giurisprudenza;20679.0
2021-10-16;Piazza Puntoni (via Zamboni);0.0
2021-10-16;Piazza Rossini (Palazzo Malvezzi);19780.0
2021-10-16;Piazza Verdi;24981.0
2021-10-17;Via San Giacomo;0.0
2021-10-17;Piazza Puntoni (via Zamboni);0.0
2021-10-17;Porta San Donato;21504.0
2021-10-17;Facoltà di Giurisprudenza;20364.0
2021-10-18;Via del Guasto;1512.0
2021-10-18;Piazza Rossini (Palazzo Malvezzi);14358.0
2021-10-18;Piazza Scaravilli;14695.0
2021-10-18;Piazza Verdi;21447.0
2021-10-19;Via San Giacomo;0.0
2021-10-19;Piazza Rossini (Palazzo Malvezzi);14873.0
2021-10-20;Piazza Puntoni (via Zamboni);0.0
2021-10-20;Porta San Donato;16303.0
2021-10-20;Piazza Rossini (Palazzo Malvezzi);15730.0
2021-10-20;Piazza Scaravilli;13432.0
2021-10-21;Palazzo Poggi;13407.0
2021-10-21;Via del Guasto;5959.0
2021-10-21;Porta San Donato;11850.0
2021-10-22;Via San Giacomo;0.0
2021-10-22;Facoltà di Giurisprudenza;24954.0
2021-10-22;Piazza Rossini (Palazzo Malvezzi);18361.0
